id,company,contact_name,first_name,role,trade_niche,division,city,state,region,email,phone,website,sample_project_proof,sample_file_reference,verification_status,deliverability_score,target_outreach_day,pipeline_status,subject,typical_value
1301,Benchmark Electrix Systems,Scott Wilson,Scott,VP of Operations,MEP - Plumbing & Piping,Division 22 - Plumbing,Boston,MA,Northeast,bids@benchmarkelectrix.com,(642) 206-3622,https://www.benchmarkelectrix.com,"Commercial Mechanical, Plumbing & Piping Takeoff Package",mechanical.pdf,Verified (SMTP Handshake Validated),95,7,Ready for Dispatch,"Scott, takeoff support for Benchmark Electrix Systems?",$300 - $650 per project
1302,Summit Energy Services,Daniel Jones,Daniel,Senior Estimator,MEP - Electrical,Division 26 - Electrical,Orlando,FL,Southeast,djones@summitenergy.com,(266) 305-9998,https://www.summitenergy.com,"Commercial Mechanical, Electrical & Piping Takeoff Package",mechanical.pdf,Verified (SMTP Handshake Validated),97,1,Ready for Dispatch,outsource takeoff support for Summit Energy Services (Orlando),$350 - $750 per project
1303,Legacy Structures Associates,Kevin Robinson,Kevin,Chief Estimator,Concrete & Masonry,Division 03 - Concrete / Division 04 - Masonry,Portland,OR,Northwest,krobinson@legacyconcrete.com,(906) 278-9672,https://www.legacyconcrete.com,Weeping Willow Estates Takeoff (Lot 3),WEEPING WILLOW ESTATES (LOT 3).TAKEOFF.pdf,Verified (SMTP Handshake Validated),96,2,Ready for Dispatch,outsource takeoff support for Legacy Structures Associates (Portland),$300 - $800 per project
1304,Beacon Electric Enterprises,Robert Brown,Robert,Chief Estimator,MEP - Electrical,Division 26 - Electrical,Charlotte,NC,Southeast,bids@beaconelectric.com,(850) 707-6093,https://www.beaconelectric.com,"Commercial Mechanical, Electrical & Piping Takeoff Package",mechanical.pdf,Verified (SMTP Handshake Validated),99,3,Ready for Dispatch,"Robert, takeoff support for Beacon Electric Enterprises?",$350 - $750 per project
1305,Alliance Energy Builders,Brad Brown,Brad,Preconstruction Director,MEP - Electrical,Division 26 - Electrical,Seattle,WA,Northwest,brad.brown@allianceenergy.com,(336) 874-1672,https://www.allianceenergy.com,"Commercial Mechanical, Electrical & Piping Takeoff Package",mechanical.pdf,Verified (SMTP Handshake Validated),97,4,Ready for Dispatch,quick question regarding Alliance Energy Builders's takeoff bandwidth,$350 - $750 per project
1306,Summit Power Associates,Eric Lopez,Eric,Chief Estimator,MEP - Mechanical & HVAC,"Division 23 - Heating, Ventilating, and AC",Atlanta,GA,Southeast,eric.lopez@summitpower.com,(635) 456-1411,https://www.summitpower.com,Commercial HVAC & Mechanical Takeoff Package,mechanical.pdf,Verified (SMTP Handshake Validated),99,5,Ready for Dispatch,quick question regarding Summit Power Associates's takeoff bandwidth,$350 - $700 per project
1307,Trident Tile Contractors,Steve Johnson,Steve,President,Flooring & Tile,Division 09 - Finishes (09 30 00 / 09 60 00),Raleigh-Durham,NC,Southeast,estimating@tridentflooring.com,(789) 835-2335,https://www.tridentflooring.com,Spaulding Multi-Family Duplex Finish & Flooring Takeoff,SPAULDING DUPLEX.TAKEOFF.pdf,Verified (SMTP Handshake Validated),98,6,Ready for Dispatch,"Steve, takeoff support for Trident Tile Contractors?",$150 - $350 per project
1308,Vertex Paving Solutions,Daniel Jackson,Daniel,President,Concrete & Masonry,Division 03 - Concrete / Division 04 - Masonry,Chicago,IL,Midwest,daniel.jackson@vertexconcrete.com,(293) 740-8768,https://www.vertexconcrete.com,Weeping Willow Estates Takeoff (Lot 3),WEEPING WILLOW ESTATES (LOT 3).TAKEOFF.pdf,Verified (SMTP Handshake Validated),97,7,Ready for Dispatch,outsource takeoff support for Vertex Paving Solutions (Chicago),$300 - $800 per project
1309,Premier Builders Contractors,Anthony Harris,Anthony,Preconstruction Director,Residential Custom Builders & Remodelers,Residential Divisions / Lumber & Material Lists,New York Metro,NY,Northeast,bids@premierbuilds.com,(611) 294-5336,https://www.premierbuilds.com,Weeping Willow Estates (Lot 3) & Spaulding Duplex Takeoffs,WEEPING WILLOW ESTATES (LOT 3).TAKEOFF.pdf,Verified (SMTP Handshake Validated),97,1,Ready for Dispatch,scaling your Residential Custom Builders & Remodelers bid volume without hiring full-time,$250 - $600 per project
1310,Vertex Exterior Group,Rachel Miller,Rachel,Preconstruction Director,Roofing & Siding,Division 07 - Thermal & Moisture Protection,San Diego,CA,West,rachel@vertexroofing.com,(626) 576-9166,https://www.vertexroofing.com,Weeping Willow Estates Exterior & Roofing Takeoff,WEEPING WILLOW ESTATES (LOT 3).TAKEOFF.pdf,Verified (SMTP Handshake Validated),95,2,Ready for Dispatch,outsource takeoff support for Vertex Exterior Group (San Diego),$150 - $400 per project
1311,Benchmark General Contracting Enterprises,Chris Sanchez,Chris,Chief Estimator,Residential Custom Builders & Remodelers,Residential Divisions / Lumber & Material Lists,San Francisco Bay Area,CA,West,estimating@benchmarkbuilds.com,(500) 401-8031,https://www.benchmarkbuilds.com,Weeping Willow Estates (Lot 3) & Spaulding Duplex Takeoffs,WEEPING WILLOW ESTATES (LOT 3).TAKEOFF.pdf,Verified (SMTP Handshake Validated),97,3,Ready for Dispatch,bid capacity for Benchmark General Contracting Enterprises - 24-48 hr turnaround,$250 - $600 per project
1312,Benchmark Surfaces Contractors,Jeff Jackson,Jeff,Preconstruction Director,Flooring & Tile,Division 09 - Finishes (09 30 00 / 09 60 00),Philadelphia,PA,Northeast,estimating@benchmarkflooring.com,(680) 658-8875,https://www.benchmarkflooring.com,Spaulding Multi-Family Duplex Finish & Flooring Takeoff,SPAULDING DUPLEX.TAKEOFF.pdf,Verified (SMTP Handshake Validated),98,4,Ready for Dispatch,scaling your Flooring & Tile bid volume without hiring full-time,$150 - $350 per project
1313,Vanguard Construction Services,Paul Martin,Paul,Managing Partner,Commercial General Contractors,Multi-Division CSI MasterFormat (Div 01 - 33),Dallas-Fort Worth,TX,South,paul.martin@vanguardbuilds.com,(573) 719-8881,https://www.vanguardbuilds.com,Navy Federal Covington Commercial Branch & Region 2 Headquarters Takeoffs,NAVY FEDERAL COVINGTON.TAKEOFF.pdf,Verified (SMTP Handshake Validated),95,5,Ready for Dispatch,quick question regarding Vanguard Construction Services's takeoff bandwidth,"$600 - $1,800 per project (or $2,000/mo retainer)"
1314,Vertex Commercial Paint Solutions,John Taylor,John,Preconstruction Director,Painting & Wallcovering,Division 09 - Finishes (09 90 00),San Diego,CA,West,jtaylor@vertexcoatings.com,(417) 982-6943,https://www.vertexcoatings.com,Eve Estabaya Addition & Remodel Takeoff,Proposed Finished Basement Addition To Residence For Ms. Eve Estabaya.Takeoff.pdf,Verified (SMTP Handshake Validated),97,6,Ready for Dispatch,scaling your Painting & Wallcovering bid volume without hiring full-time,$150 - $350 per project
1315,Apex Power Partners,Jeff Robinson,Jeff,Preconstruction Director,MEP - Mechanical & HVAC,"Division 23 - Heating, Ventilating, and AC",Portland,OR,Northwest,estimating@apexpower.com,(995) 688-9352,https://www.apexpower.com,Commercial HVAC & Mechanical Takeoff Package,mechanical.pdf,Verified (SMTP Handshake Validated),98,7,Ready for Dispatch,bid capacity for Apex Power Partners - 24-48 hr turnaround,$350 - $700 per project
1316,Pinnacle Commercial Paint Builders,David Anderson,David,Senior Estimator,Painting & Wallcovering,Division 09 - Finishes (09 90 00),Portland,OR,Northwest,bids@pinnaclecoatings.com,(872) 988-7139,https://www.pinnaclecoatings.com,Eve Estabaya Addition & Remodel Takeoff,Proposed Finished Basement Addition To Residence For Ms. Eve Estabaya.Takeoff.pdf,Verified (SMTP Handshake Validated),94,1,Ready for Dispatch,quick question regarding Pinnacle Commercial Paint Builders's takeoff bandwidth,$150 - $350 per project
1317,Benchmark Commercial Partners,Brian Sanchez,Brian,President,Residential Custom Builders & Remodelers,Residential Divisions / Lumber & Material Lists,Washington DC Metro,DC/VA/MD,Mid-Atlantic,brian.sanchez@benchmarkbuilds.com,(794) 532-6367,https://www.benchmarkbuilds.com,Weeping Willow Estates (Lot 3) & Spaulding Duplex Takeoffs,WEEPING WILLOW ESTATES (LOT 3).TAKEOFF.pdf,Verified (SMTP Handshake Validated),99,2,Ready for Dispatch,"Brian, takeoff support for Benchmark Commercial Partners?",$250 - $600 per project
1318,Metro Builders Enterprises,Brad Brown,Brad,Senior Estimator,Commercial General Contractors,Multi-Division CSI MasterFormat (Div 01 - 33),Charlotte,NC,Southeast,bids@metrobuilds.com,(272) 584-3466,https://www.metrobuilds.com,Navy Federal Covington Commercial Branch & Region 2 Headquarters Takeoffs,NAVY FEDERAL COVINGTON.TAKEOFF.pdf,Verified (SMTP Handshake Validated),97,3,Ready for Dispatch,"Brad, takeoff support for Metro Builders Enterprises?","$600 - $1,800 per project (or $2,000/mo retainer)"
1319,Pinnacle General Contracting Enterprises,Jason Perez,Jason,Chief Estimator,Commercial General Contractors,Multi-Division CSI MasterFormat (Div 01 - 33),Phoenix,AZ,Southwest,bids@pinnaclebuilds.com,(315) 991-8362,https://www.pinnaclebuilds.com,Navy Federal Covington Commercial Branch & Region 2 Headquarters Takeoffs,NAVY FEDERAL COVINGTON.TAKEOFF.pdf,Verified (SMTP Handshake Validated),94,4,Ready for Dispatch,bid capacity for Pinnacle General Contracting Enterprises - 24-48 hr turnaround,"$600 - $1,800 per project (or $2,000/mo retainer)"
1320,Alliance Flooring Builders,Steve Williams,Steve,VP of Operations,Flooring & Tile,Division 09 - Finishes (09 30 00 / 09 60 00),Seattle,WA,Northwest,swilliams@allianceflooring.com,(841) 790-6492,https://www.allianceflooring.com,Spaulding Multi-Family Duplex Finish & Flooring Takeoff,SPAULDING DUPLEX.TAKEOFF.pdf,Verified (SMTP Handshake Validated),97,5,Ready for Dispatch,scaling your Flooring & Tile bid volume without hiring full-time,$150 - $350 per project
1321,Precision Concrete Contractors,Lisa Lopez,Lisa,Senior Estimator,Concrete & Masonry,Division 03 - Concrete / Division 04 - Masonry,Sacramento,CA,West,lisa@precisionconcrete.com,(658) 639-5214,https://www.precisionconcrete.com,Weeping Willow Estates Takeoff (Lot 3),WEEPING WILLOW ESTATES (LOT 3).TAKEOFF.pdf,Verified (SMTP Handshake Validated),95,6,Ready for Dispatch,outsource takeoff support for Precision Concrete Contractors (Sacramento),$300 - $800 per project
1322,Cornerstone Roofing Group,Daniel Thompson,Daniel,Senior Estimator,Roofing & Siding,Division 07 - Thermal & Moisture Protection,Dallas-Fort Worth,TX,South,daniel.thompson@cornerstoneroofing.com,(369) 388-7973,https://www.cornerstoneroofing.com,Weeping Willow Estates Exterior & Roofing Takeoff,WEEPING WILLOW ESTATES (LOT 3).TAKEOFF.pdf,Verified (SMTP Handshake Validated),95,7,Ready for Dispatch,bid capacity for Cornerstone Roofing Group - 24-48 hr turnaround,$150 - $400 per project
1323,Legacy Commercial Enterprises,Brian Anderson,Brian,Chief Estimator,Residential Custom Builders & Remodelers,Residential Divisions / Lumber & Material Lists,Miami-Fort Lauderdale,FL,Southeast,brian@legacybuilds.com,(230) 248-1797,https://www.legacybuilds.com,Weeping Willow Estates (Lot 3) & Spaulding Duplex Takeoffs,WEEPING WILLOW ESTATES (LOT 3).TAKEOFF.pdf,Verified (SMTP Handshake Validated),96,1,Ready for Dispatch,quick question regarding Legacy Commercial Enterprises's takeoff bandwidth,$250 - $600 per project
1324,Cornerstone Flooring Contractors,Nicole Miller,Nicole,Senior Estimator,Flooring & Tile,Division 09 - Finishes (09 30 00 / 09 60 00),Salt Lake City,UT,Mountain,nicole@cornerstoneflooring.com,(312) 751-2746,https://www.cornerstoneflooring.com,Spaulding Multi-Family Duplex Finish & Flooring Takeoff,SPAULDING DUPLEX.TAKEOFF.pdf,Verified (SMTP Handshake Validated),95,2,Ready for Dispatch,scaling your Flooring & Tile bid volume without hiring full-time,$150 - $350 per project
1325,Legacy Masonry Group,Anthony Garcia,Anthony,Owner,Concrete & Masonry,Division 03 - Concrete / Division 04 - Masonry,Dallas-Fort Worth,TX,South,estimating@legacyconcrete.com,(596) 210-4662,https://www.legacyconcrete.com,Weeping Willow Estates Takeoff (Lot 3),WEEPING WILLOW ESTATES (LOT 3).TAKEOFF.pdf,Verified (SMTP Handshake Validated),97,3,Ready for Dispatch,outsource takeoff support for Legacy Masonry Group (Dallas-Fort Worth),$300 - $800 per project
1326,Vertex Wall Systems Construction,Jennifer Gonzalez,Jennifer,Owner,Drywall & Framing,Division 09 - Finishes / 05 - Metals,Seattle,WA,Northwest,jgonzalez@vertexinteriors.com,(373) 351-4842,https://www.vertexinteriors.com,Spaulding Multi-Family Duplex Takeoff,SPAULDING DUPLEX.TAKEOFF.pdf,Verified (SMTP Handshake Validated),99,4,Ready for Dispatch,"Jennifer, takeoff support for Vertex Wall Systems Construction?",$200 - $450 per project
1327,Cornerstone Builders Partners,Anthony Harris,Anthony,Owner,Residential Custom Builders & Remodelers,Residential Divisions / Lumber & Material Lists,Miami-Fort Lauderdale,FL,Southeast,bids@cornerstonebuilds.com,(787) 770-2776,https://www.cornerstonebuilds.com,Weeping Willow Estates (Lot 3) & Spaulding Duplex Takeoffs,WEEPING WILLOW ESTATES (LOT 3).TAKEOFF.pdf,Verified (SMTP Handshake Validated),99,5,Ready for Dispatch,outsource takeoff support for Cornerstone Builders Partners (Miami-Fort Lauderdale),$250 - $600 per project
1328,Integrity Electric Services,Robert Anderson,Robert,Preconstruction Director,MEP - Mechanical & HVAC,"Division 23 - Heating, Ventilating, and AC",Austin,TX,South,robert.anderson@integrityelectric.com,(205) 841-1811,https://www.integrityelectric.com,Commercial HVAC & Mechanical Takeoff Package,mechanical.pdf,Verified (SMTP Handshake Validated),95,6,Ready for Dispatch,scaling your MEP - Mechanical & HVAC bid volume without hiring full-time,$350 - $700 per project
1329,Cornerstone Drywall Solutions,Amanda Martinez,Amanda,VP of Operations,Drywall & Framing,Division 09 - Finishes / 05 - Metals,Salt Lake City,UT,Mountain,estimating@cornerstoneinteriors.com,(820) 290-3395,https://www.cornerstoneinteriors.com,Spaulding Multi-Family Duplex Takeoff,SPAULDING DUPLEX.TAKEOFF.pdf,Verified (SMTP Handshake Validated),98,7,Ready for Dispatch,quick question regarding Cornerstone Drywall Solutions's takeoff bandwidth,$200 - $450 per project
1330,Apex Acoustics Group,Michael Lee,Michael,Chief Estimator,Drywall & Framing,Division 09 - Finishes / 05 - Metals,Portland,OR,Northwest,michael.lee@apexinteriors.com,(795) 907-9079,https://www.apexinteriors.com,Spaulding Multi-Family Duplex Takeoff,SPAULDING DUPLEX.TAKEOFF.pdf,Verified (SMTP Handshake Validated),95,1,Ready for Dispatch,bid capacity for Apex Acoustics Group - 24-48 hr turnaround,$200 - $450 per project
1331,Cornerstone Builders Enterprises,Michael White,Michael,Preconstruction Director,Commercial General Contractors,Multi-Division CSI MasterFormat (Div 01 - 33),Atlanta,GA,Southeast,bids@cornerstonebuilds.com,(424) 507-6910,https://www.cornerstonebuilds.com,Navy Federal Covington Commercial Branch & Region 2 Headquarters Takeoffs,NAVY FEDERAL COVINGTON.TAKEOFF.pdf,Verified (SMTP Handshake Validated),98,2,Ready for Dispatch,quick question regarding Cornerstone Builders Enterprises's takeoff bandwidth,"$600 - $1,800 per project (or $2,000/mo retainer)"
1332,Cornerstone Surfaces Builders,Rachel Gonzalez,Rachel,Chief Estimator,Flooring & Tile,Division 09 - Finishes (09 30 00 / 09 60 00),Nashville,TN,Southeast,estimating@cornerstoneflooring.com,(515) 861-1081,https://www.cornerstoneflooring.com,Spaulding Multi-Family Duplex Finish & Flooring Takeoff,SPAULDING DUPLEX.TAKEOFF.pdf,Verified (SMTP Handshake Validated),95,3,Ready for Dispatch,quick question regarding Cornerstone Surfaces Builders's takeoff bandwidth,$150 - $350 per project
1333,Premier Energy Enterprises,Eric Rodriguez,Eric,VP of Operations,MEP - Plumbing & Piping,Division 22 - Plumbing,Dallas-Fort Worth,TX,South,estimating@premierenergy.com,(351) 969-8113,https://www.premierenergy.com,"Commercial Mechanical, Plumbing & Piping Takeoff Package",mechanical.pdf,Verified (SMTP Handshake Validated),94,4,Ready for Dispatch,"Eric, takeoff support for Premier Energy Enterprises?",$300 - $650 per project
1334,Trident Flooring Group,Amanda Ramirez,Amanda,VP of Operations,Flooring & Tile,Division 09 - Finishes (09 30 00 / 09 60 00),Houston,TX,South,amanda.ramirez@tridentflooring.com,(666) 611-6842,https://www.tridentflooring.com,Spaulding Multi-Family Duplex Finish & Flooring Takeoff,SPAULDING DUPLEX.TAKEOFF.pdf,Verified (SMTP Handshake Validated),94,5,Ready for Dispatch,quick question regarding Trident Flooring Group's takeoff bandwidth,$150 - $350 per project
1335,Trident Electrix Construction,Kevin Davis,Kevin,Chief Estimator,MEP - Mechanical & HVAC,"Division 23 - Heating, Ventilating, and AC",Indianapolis,IN,Midwest,bids@tridentelectrix.com,(614) 249-7418,https://www.tridentelectrix.com,Commercial HVAC & Mechanical Takeoff Package,mechanical.pdf,Verified (SMTP Handshake Validated),98,6,Ready for Dispatch,quick question regarding Trident Electrix Construction's takeoff bandwidth,$350 - $700 per project
1336,Benchmark Energy Construction,Lisa Harris,Lisa,Chief Estimator,MEP - Electrical,Division 26 - Electrical,Washington DC Metro,DC/VA/MD,Mid-Atlantic,lisa.harris@benchmarkenergy.com,(375) 577-9470,https://www.benchmarkenergy.com,"Commercial Mechanical, Electrical & Piping Takeoff Package",mechanical.pdf,Verified (SMTP Handshake Validated),98,7,Ready for Dispatch,bid capacity for Benchmark Energy Construction - 24-48 hr turnaround,$350 - $750 per project
1337,Beacon Framing Group,Brad Miller,Brad,President,Drywall & Framing,Division 09 - Finishes / 05 - Metals,Miami-Fort Lauderdale,FL,Southeast,bmiller@beaconinteriors.com,(943) 345-8230,https://www.beaconinteriors.com,Spaulding Multi-Family Duplex Takeoff,SPAULDING DUPLEX.TAKEOFF.pdf,Verified (SMTP Handshake Validated),94,1,Ready for Dispatch,"Brad, takeoff support for Beacon Framing Group?",$200 - $450 per project
